title,runtime,des,date,genre,cast,director,vote,gross,rating
The End of the F***ing World,25,"    James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.",2019,"Adventure, Comedy, Crime            ","Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley",,115661,,8.1
Silicon Valley,28,"    Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",2019,Comedy            ,"Thomas Middleditch, T.J. Miller, Josh Brener, Martin Starr",,113233,,8.5
Suits,44,"    On the run from a drug deal gone bad, Mike Ross, a brilliant college dropout, finds himself a job working with Harvey Specter, one of New York City's best lawyers.",2011,"Comedy, Drama            ","Gabriel Macht, Patrick J. Adams, Meghan Markle, Sarah Rafferty",,340432,,8.5
Krampus,98,    A boy who has a bad Christmas accidentally summons a festive demon to his family home.,2015,"Comedy, Drama, Fantasy            ","Adam Scott, Toni Collette, David Koechner, Allison Tolman",Michael Dougherty,58523,$42.59M,6.1
This Is Us,45,"    A heartwarming and emotional story about a unique set of triplets, their struggles, and their wonderful parents.",2016,"Comedy, Drama, Romance            ","Milo Ventimiglia, Mandy Moore, Sterling K. Brown, Chrissy Metz",,85152,,8.7
Fuller House,30,"    In a continuation of Full House (1987), D.J. Fuller is a mother of three young boys and is a recent widow. D.J.'s sister Stephanie, her best friend Kimmy and Kimmy's teenage daughter all move in to help raise her sons. The house is now a lot fuller.",2016,"Comedy, Family            ","Candace Cameron Bure, Jodie Sweetin, Andrea Barber, Michael Campion",,22524,,6.8
The Night Before,101,"    On Christmas eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties.",2015,"Comedy, Fantasy            ","Joseph Gordon-Levitt, Seth Rogen, Jillian Bell, Lizzy Caplan",Jonathan Levine,61487,$43.04M,6.4
Moana,107,"    In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",2016,"Animation, Adventure, Comedy            ","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison","Ron Clements, John Musker, Don Hall, Chris Williams",240458,$248.76M,7.6
The Grand Tour,60,"    Follow Jeremy, Richard, and James, as they embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world.",2016,"Comedy, Talk-Show            ","Jeremy Clarkson, James May, Richard Hammond, Abbie Eaton",,57731,,8.7
Deadpool,108,"    A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",2016,"Action, Adventure, Comedy            ","Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",Tim Miller,852681,$363.07M,8.0
Orange Is the New Black,59,"    Convicted of a decade old crime of transporting drug money to an ex-girlfriend, normally law-abiding Piper Chapman is sentenced to a year and a half behind bars to face the reality of how life-changing prison can really be.",2019,"Comedy, Crime, Drama            ","Taylor Schilling, Danielle Brooks, Taryn Manning, Emma Myles",,267892,,8.1
Lady Bird,94,"    In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",2017,"Comedy, Drama            ","Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges",Greta Gerwig,195059,$48.96M,7.4
A Bad Moms Christmas,104,"    As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas.",2017,Comedy            ,"Mila Kunis, Kristen Bell, Kathryn Hahn, Jay Hernandez","Jon Lucas, Scott Moore",37387,$72.11M,5.6
Atypical,30,"    Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.",2017,"Comedy, Drama            ","Jennifer Jason Leigh, Keir Gilchrist, Brigette Lundy-Paine, Michael Rapaport",,47097,,8.3
Girls,28,    A comedy about the experiences of a group of girls in their early 20s.,2017,"Comedy, Drama            ","Lena Dunham, Allison Williams, Jemima Kirke, Adam Driver",,62392,,7.3
Guardians of the Galaxy,121,    A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,2014,"Action, Adventure, Comedy            ","Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana",James Gunn,989368,$333.18M,8.0
BoJack Horseman,25,"    BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",2014,"Animation, Comedy, Drama            ","Will Arnett, Amy Sedaris, Alison Brie, Aaron Paul",,81270,,8.6
Thor: Ragnarok,130,"    Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",2017,"Action, Adventure, Comedy            ","Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo",Taika Waititi,526622,$315.06M,7.9
New Girl,22,"    After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.",2018,Comedy            ,"Zooey Deschanel, Jake Johnson, Max Greenfield, Hannah Simone",,174214,,7.7
Daddy's Home 2,100,"    Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.",2017,Comedy            ,"Will Ferrell, Mark Wahlberg, Mel Gibson, John Lithgow",Sean Anders,54800,$104.03M,6.0
Zootopia,108,"    In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",2016,"Animation, Adventure, Comedy            ","Ginnifer Goodwin, Jason Bateman, Idris Elba, Jenny Slate","Byron Howard, Rich Moore, Jared Bush",400592,$341.27M,8.0
Last Man Standing,30,    A married father of three tries to maintain his manliness in a world increasingly dominated by women.,2011,Comedy            ,"Tim Allen, Hector Elizondo, Nancy Travis, Christoph Sanders",,27079,,7.6
Crazy Rich Asians,120,"    This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",2018,"Comedy, Drama, Romance            ","Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan",Jon M. Chu,115903,$174.53M,6.9
Deadpool 2,119,"    Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",2018,"Action, Adventure, Comedy            ","Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison",David Leitch,431270,$324.59M,7.7
The Favourite,119,"    In early 18th century England, a frail Queen Anne occupies the throne and her close friend, Lady Sarah, governs the country in her stead. When a new servant, Abigail, arrives, her charm endears her to Sarah.",2018,"Biography, Comedy, Drama            ","Olivia Colman, Emma Stone, Rachel Weisz, Nicholas Hoult",Yorgos Lanthimos,141806,$34.24M,7.6
Paddington,95,"    A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",2014,"Adventure, Comedy, Family            ","Hugh Bonneville, Sally Hawkins, Julie Walters, Jim Broadbent",Paul King,89540,$76.27M,7.2
Arthur Christmas,97,    Santa's clumsy son Arthur sets out on a mission with St. Nick's father to give out a present they misplaced to a young girl in less than 2 hours.,2011,"Animation, Adventure, Comedy            ","James McAvoy, Jim Broadbent, Bill Nighy, Hugh Laurie","Sarah Smith, Barry Cook",47845,$46.46M,7.1
Big Mouth,30,    Teenage friends find their lives upended by the wonders and horrors of puberty.,2017,"Animation, Comedy, Romance            ","Nick Kroll, John Mulaney, Jessi Klein, Jenny Slate",,44982,,8.0
A Simple Favor,117,"    Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate.",2018,"Comedy, Crime, Drama            ","Anna Kendrick, Blake Lively, Henry Golding, Andrew Rannells",Paul Feig,103969,$53.55M,6.8
Better Watch Out,89,"    On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.",2016,"Comedy, Crime, Horror            ","Olivia DeJonge, Levi Miller, Ed Oxenbould, Aleks Mikic",Chris Peckover,25458,$0.02M,6.5
The Man from U.N.C.L.E.,116,"    In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",2015,"Action, Adventure, Comedy            ","Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",Guy Ritchie,248848,$45.45M,7.3
Death in Paradise,60,"    A British inspector is transferred to Saint-Marie's police department, but he hates the sun, sea and sand. The series follow his investigations into murders on the island. Later series see another British DI head the investigative team.",2011,"Comedy, Crime, Drama            ","Danny John-Jules, Elizabeth Bourgine, Don Warrington, Joséphine Jobert",,12187,,7.8
Bridesmaids,125,"    Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",2011,"Comedy, Romance            ","Kristen Wiig, Maya Rudolph, Rose Byrne, Terry Crews",Paul Feig,255592,$169.11M,6.8
The Orville,44,    An exploratory ship from Earth faces intergalactic challenges 400 years in the future.,2017,"Adventure, Comedy, Drama            ","Seth MacFarlane, Adrianne Palicki, Penny Johnson Jerald, Scott Grimes",,52849,,8.0
La La Land,128,"    While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",2016,"Comedy, Drama, Music            ","Ryan Gosling, Emma Stone, Rosemarie DeWitt, J.K. Simmons",Damien Chazelle,459229,$151.10M,8.0
Sing,108,"    In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",2016,"Animation, Comedy, Family            ","Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, Scarlett Johansson","Garth Jennings, Christophe Lourdelet",122364,$270.40M,7.1
"I, Tonya",119,"    Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",2017,"Biography, Comedy, Drama            ","Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson",Craig Gillespie,155653,$30.01M,7.5
Good Witch,48,"    ""Good Witch"" will take viewers on a new magical journey with Cassie Nightingale and her daughter Grace. When Dr. Sam Radford moves in next door to Grey House with his son, they are charmed by the 'magical' mother-daughter duo.",2015,"Comedy, Drama, Fantasy            ","Catherine Bell, Catherine Disher, Bailee Madison, James Denton",,5933,,7.3
Young Sheldon,30,    Meet a child genius named Sheldon Cooper; (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon who seems socially impaired.,2017,Comedy            ,"Iain Armitage, Zoe Perry, Lance Barber, Montana Jordan",,27066,,7.3
The Ranch,30,    The son of a Colorado rancher returns home from a semi-pro football career to run the family business.,2016,"Comedy, Drama, Western            ","Ashton Kutcher, Sam Elliott, Grady Lee Richmond, Elisha Cuthbert",,29096,,7.5
Bob's Burgers,22,"    Bob Belcher, along with his wife and 3 children, try to run their last hope of holding the family together, which is running Bob's dream restaurant.",2011,"Animation, Comedy            ","H. Jon Benjamin, Dan Mintz, Eugene Mirman, John Roberts",,59172,,8.1
Guardians of the Galaxy Vol. 2,136,"    The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",2017,"Action, Adventure, Comedy            ","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",James Gunn,518143,$389.81M,7.6
The Grand Budapest Hotel,99,"    The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",2014,"Adventure, Comedy, Crime            ","Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody",Wes Anderson,655989,$59.10M,8.1
Bad Santa 2,92,"    Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",2016,"Comedy, Crime, Drama            ","Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks",Mark Waters,21371,$17.78M,5.6
Finding Dory,97,"    Friendly but forgetful blue tang Dory begins a search for her long-lost parents, and everyone learns a few things about the real meaning of family along the way.",2016,"Animation, Adventure, Comedy            ","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson","Andrew Stanton, Angus MacLane",222731,$486.30M,7.3
A Christmas Prince,92,"    When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",2017,"Comedy, Family, Romance            ","Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey",Alex Zamm,14492,,5.7
The Goldbergs,22,"    This ABC show takes place in Jenkintown, Pennsylvania in the 1980s and follows the lives of a family named The Goldbergs.",2013,Comedy            ,"Wendi McLendon-Covey, Sean Giambrone, Troy Gentile, Hayley Orrantia",,28166,,8.1
Barry,30,    A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,2018,"Action, Comedy, Crime            ","Bill Hader, Stephen Root, Sarah Goldberg, Anthony Carrigan",,32773,,8.3
Mom,30,    A newly sober single mom tries to pull her life together in Napa Valley while dealing with her wayward mother.,2013,"Comedy, Drama, Romance            ","Anna Faris, Allison Janney, Mimi Kennedy, Beth Hall",,25460,,7.2
The Big Short,130,    In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,2015,"Biography, Comedy, Drama            ","Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt",Adam McKay,325574,$70.26M,7.8
The Man Who Invented Christmas,104,"    The journey that led to Charles Dickens' creation of ""A Christmas Carol,"" a timeless tale that would redefine Christmas.",2017,"Biography, Comedy, Drama            ","Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes",Bharat Nalluri,10932,$5.68M,7.0
Love the Coopers,107,    The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve. Can they survive the most beautiful time of the year?,2015,"Comedy, Fantasy, Romance            ","Steve Martin, Diane Keaton, John Goodman, Ed Helms",Jessie Nelson,18983,$26.28M,5.8
The Death of Stalin,107,"    Moscow, 1953. After being in power for nearly 30 years, Soviet dictator Josef Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power.",2017,"Comedy, Drama, History            ","Steve Buscemi, Simon Russell Beale, Jeffrey Tambor, Andrea Riseborough",Armando Iannucci,70818,$8.04M,7.2
Kingsman: The Golden Circle,141,"    When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy.",2017,"Action, Adventure, Comedy            ","Taron Egerton, Colin Firth, Mark Strong, Channing Tatum",Matthew Vaughn,246498,$100.23M,6.7
"Three Billboards Outside Ebbing, Missouri",115,    A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,2017,"Comedy, Crime, Drama            ","Frances McDormand, Woody Harrelson, Sam Rockwell, Caleb Landry Jones",Martin McDonagh,374919,$54.51M,8.2
About Time,123,"    At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",2013,"Comedy, Drama, Fantasy            ","Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson",Richard Curtis,276589,$15.32M,7.8
American Made,115,"    The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",2017,"Action, Biography, Comedy            ","Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons",Doug Liman,142925,$51.34M,7.1
Rise of the Guardians,97,"    When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.",2012,"Animation, Action, Adventure            ","Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine",Peter Ramsey,149555,$103.41M,7.3
Hart of Dixie,60,"    New Yorker and new doctor Zoe Hart accepts an offer from a stranger, Dr. Harley Wilkes, to work in his medical practice in Bluebell, Alabama. She arrives to find he has died and left half the practice to her in his will.",2015,"Comedy, Drama, Romance            ","Rachel Bilson, Jaime King, Cress Williams, Wilson Bethel",,42202,,7.7
The Star,86,    A small but brave donkey and his animal friends become the unsung heroes of the first Christmas.,2017,"Animation, Adventure, Comedy            ","Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez",Timothy Reckart,5826,$40.85M,6.2
Vacation,99,"    Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",2015,"Adventure, Comedy            ","Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins","John Francis Daley, Jonathan Goldstein",90596,$58.88M,6.1
Kingsman: The Secret Service,129,"    A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",2014,"Action, Adventure, Comedy            ","Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine",Matthew Vaughn,560592,$128.26M,7.7
Brave,93,"    Determined to make her own path in life, Princess Merida (Kelly Macdonald) defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",2012,"Animation, Adventure, Comedy            ","Kelly Macdonald, Billy Connolly, Emma Thompson, Julie Walters","Mark Andrews, Brenda Chapman, Steve Purcell",350736,$237.28M,7.1
Paterson,118,"    A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",2016,"Comedy, Drama, Romance            ","Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",Jim Jarmusch,60065,$2.14M,7.4
Jane the Virgin,60,"    A young, devout Catholic woman discovers that she was accidentally artificially inseminated.",2019,Comedy            ,"Gina Rodriguez, Andrea Navedo, Yael Grobglas, Ivonne Coll",,33543,,7.8
Logan Lucky,118,    Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,2017,"Comedy, Crime, Drama            ","Channing Tatum, Adam Driver, Daniel Craig, Farrah Mackenzie",Steven Soderbergh,113056,$27.78M,7.0
New Year's Eve,118,    The lives of several couples and singles in New York City intertwine over the course of New Year's Eve.,2011,"Comedy, Romance            ","Sarah Jessica Parker, Jessica Biel, Ashton Kutcher, Michelle Pfeiffer",Garry Marshall,78535,$54.54M,5.7
The Ballad of Buster Scruggs,133,"    Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.",2018,"Comedy, Drama, Musical            ","Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy","Ethan Coen, Joel Coen",101061,,7.3
Ant-Man,117,"    Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",2015,"Action, Adventure, Comedy            ","Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly",Peyton Reed,528869,$180.20M,7.3
The Man Who Killed Don Quixote,132,"    Toby, a disillusioned film director, becomes pulled into a world of time-jumping fantasy when a Spanish cobbler believes him to be Sancho Panza. He gradually becomes unable to tell dreams from reality.",2018,"Adventure, Comedy, Drama            ","José Luis Ferrer, Ismael Fritschi, Juan López-Tagle, Adam Driver",Terry Gilliam,11568,$0.39M,6.4
"Crazy, Stupid, Love.",118,"    A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",2011,"Comedy, Drama, Romance            ","Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone","Glenn Ficarra, John Requa",447195,$84.35M,7.4
Red Nose Day Actually,15,"    After 13 years, the cast of Love Actually reunite to pick up from where they are now.",2017,"Short, Comedy, Romance            ","Rowan Atkinson, Alexis Lynne Baumert, Marcus Brigstocke, Thomas Brodie-Sangster","Richard Curtis, Mat Whitecross",4478,,7.2
Younger,22,"    After being mistaken for younger than she really is, a single mother decides to take the chance to reboot her career and her love life as a 26-year old.",2015,"Comedy, Romance            ","Sutton Foster, Miriam Shor, Hilary Duff, Debi Mazar",,15390,,7.8
We're the Millers,110,    A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,2013,"Comedy, Crime            ","Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms",Rawson Marshall Thurber,381972,$150.39M,7.0
Frances Ha,86,"    A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.",2012,"Comedy, Drama, Romance            ","Greta Gerwig, Mickey Sumner, Adam Driver, Michael Zegen",Noah Baumbach,64111,$4.06M,7.4
Ocean's 8,110,    Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.,2018,"Action, Comedy, Crime            ","Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling",Gary Ross,158581,$140.22M,6.2
Tangled,100,"    The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",2010,"Animation, Adventure, Comedy            ","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman","Nathan Greno, Byron Howard",379867,$200.82M,7.7
Game Night,100,    A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,2018,"Action, Comedy, Crime            ","Jason Bateman, Rachel McAdams, Kyle Chandler, Sharon Horgan","John Francis Daley, Jonathan Goldstein",178774,$69.18M,6.9
Baywatch,116,"    Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",2017,"Action, Comedy, Crime            ","Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra",Seth Gordon,147396,$58.06M,5.5
A Very Murray Christmas,56,Bill Murray worries no one will show up to his TV show due to a terrible snowstorm in New York City.,2015,"Comedy, Music, Musical            ","Bill Murray, Paul Shaffer, Michael Cera, George Clooney",Sofia Coppola,13304,,5.5
Final Space,30,    An astronaut named Gary and his planet-destroying sidekick called Mooncake embark on serialized journeys through space in order to unlock the mystery of where the universe actually ends and if it actually does exist.,2018,"Animation, Action, Adventure            ","Fred Armisen, Tom Kenny, Olan Rogers, Tika Sumpter",,26925,,8.4
Birdman or (The Unexpected Virtue of Ignorance),119,"    A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",2014,"Comedy, Drama            ","Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough",Alejandro G. Iñárritu,539728,$42.34M,7.7
Home Alone: The Holiday Heist,87,"    Finn Baxter sets up booby traps to catch the ghost of his new home's former occupant, only to discover he must protect the house and his sister from three bumbling art thieves.",2012,"Comedy, Crime, Family            ","Christian Martyn, Eddie Steeples, Jodelle Ferland, Doug Murray",Peter Hewitt,7178,,3.5
Steven Universe,11,"    A team of intergalactic warriors fights to protect the universe, but the combination of three highly trained beings and one quirky young boy leaves the team struggling to overcome the dangerous scenarios that are put in front of them.",2013,"Animation, Action, Adventure            ","Zach Callison, Deedee Magno, Michaela Dietz, Estelle",,22762,,8.3
The Secret Life of Pets,87,"    The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",2016,"Animation, Adventure, Comedy            ","Louis C.K., Eric Stonestreet, Kevin Hart, Lake Bell","Chris Renaud, Yarrow Cheney",171923,$368.38M,6.5
Pitch Perfect,112,"    Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",2012,"Comedy, Music, Romance            ","Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",Jason Moore,263263,$65.00M,7.2
Inside Out,95,"    After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",2015,"Animation, Adventure, Comedy            ","Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling","Pete Docter, Ronnie Del Carmen",562133,$356.46M,8.2
Bull,60,"    Brilliant, brash, and charming, Dr. Bull is the ultimate puppet master as he combines psychology, human intuition, and high-tech data to learn what makes jurors, attorneys, witnesses, and the accused tick.",2016,"Comedy, Crime, Drama            ","Michael Weatherly, Freddy Rodríguez, Geneva Carr, Jaime Lee Kirchner",,12896,,6.9
